parcel_id,ai_review_score,investment_category,manual_review_flag,recommendation,development_opportunity_flag,development_opportunity_reason,reasoning_summary,key_risks,missing_information,next_due_diligence_step,confidence_level
08300-93-04-02320,6.0,Mid Investment,True,Research First,False,nan,"The parcel at 3311 E 5 PL S in Tulsa is a residential improvement property with a relatively low bid cost of 6,169.38 and high data confidence, including a complete address and clear legal description (LT 18 BLK 2, CHULA VISTA FIRST ADDN). Rule-based scoring places it in the Mid Investment category. However, there is no clear strict development match and the development signal is low, so potential appreciation from nearby projects is uncertain. These factors justify manual review but not elevation to a top-tier opportunity.",Unknown ZIP code and surrounding value; no clear supporting development activity; development match quality is low with no specific corridor or neighborhood overlap; crime risk and local market conditions are unknown.,Exact ZIP code; detailed neighborhood and surrounding property values; condition of the existing residential improvement; occupancy status; title issues or liens beyond tax delinquency; local crime and code enforcement history.,"Confirm precise location and ZIP, pull recent comparable sales and assessed values for CHULA VISTA FIRST ADDN and nearby blocks, verify structure condition via drive-by or recent imagery, and run a title and lien check to assess total encumbrances beyond the tax obligation.",Medium
74965-94-20-07530,6.0,Mid Investment,True,Research First,False,nan,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",High
34600-93-25-02750,6.0,Mid Investment,True,Research First,False,nan,"The property at 4926 S 86 AV E in Tulsa is a residential house improvement (R HS IMP) lot in Regency Park West with a bid cost of 6,246.97. Data quality is high, the address and parcel details are clear, and the rule-based score of 6.0 places it in the Mid Investment category. However, there is no clear strict development overlap, development match quality is low, and surrounding value and crime risk are unknown, so it should be treated as a moderate, not high, priority candidate for further review.",ZIP code unknown; no verified nearby public or private development activity; surrounding value and crime risk are unknown; development match quality is low with no clear match; upside from area growth is not supported by the provided data.,Exact ZIP code; property condition and occupancy status; surrounding property values and market trends; crime and neighborhood risk profile; any code violations or liens beyond the tax issue; interior and exterior inspection details.,"Verify the precise ZIP and map the parcel within Tulsa to assess neighborhood context, then obtain recent sales or value indicators for Regency Park West and inspect public records for liens, code issues, and property condition before deciding on bidding.",High
45350-94-06-06870,6.0,Mid Investment,True,Research First,False,nan,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",High
36525-94-02-00450,5.0,Mid Investment,True,Research First,False,nan,"The parcel at 142 S 169 AV E in Tulsa is a residential improved property (R HS IMP) with a bid cost of 6,294.01 and high extraction/data confidence. Address quality and property clarity are strong, and the rule-based system assigns a Mid Investment score of 6.0. However, strict development matching finds no clear overlap with any identified project area and the development signal is low, with surrounding value and crime risk unknown. These factors support a mid-level screening score and justify manual review, but not elevation to a top-tier opportunity.","Unknown ZIP and surrounding value context; no clear strict development overlap or documented investment activity; development signal low; crime risk not estimated; owner listed as Unknown, which may complicate title or notification history.",Exact ZIP code; detailed neighborhood and market context; condition of existing residential improvements; surrounding property values and occupancy; crime and school quality indicators; any liens or encumbrances beyond tax delinquency; zoning and code compliance status.,"Confirm exact location and ZIP, pull county assessor and recorder records for structure details and liens, verify zoning and code status, and perform a quick market check on nearby sales/rents to determine whether the improved residential nature justifies the bid relative to local values.",High
31100-93-02-05790,6.0,Mid Investment,True,Research First,False,nan,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",High
26390-94-16-15330,6.0,Mid Investment,True,Research First,False,nan,"The parcel at 2716 S 130 AV E in the City of Tulsa is a residential improvement (R IMP) in the Mayo Plaza Extended Addition with a bid cost of 6,353.46. Address and property details are clear and extraction confidence is high, supporting basic screening. Rule-based scoring places it in a mid investment category, but strict development matching finds no clear overlap with known projects and provides only a low-quality signal. With ZIP and surrounding value unknown, the property merits manual review as a mid-priority tax auction candidate rather than a top-tier target.",No clear development overlap or verified investment activity; ZIP and surrounding value context are unknown; development signal is low; future appreciation potential is uncertain; owner listed as unknown may complicate title research.,ZIP code; detailed neighborhood and surrounding value data; condition and occupancy of the residential improvement; any liens or title complications beyond tax delinquency; local crime and school context; recent comparable sales or rental data.,"Confirm exact location and ZIP, pull county records for title and lien status, and obtain on-the-ground or street-level verification of structure condition and neighborhood quality before assigning a final investment priority.",High
82170-84-21-72600,6.0,Mid Investment,True,Research First,False,nan,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",High
03312-03-20-04220,6.0,Mid Investment,True,Research First,False,nan,"The property is a commercial improvement (C IMP) at 2645 N LEWIS AV E in the City of Tulsa, consisting of two lots (10 & 11, Block 12, Ben C Franklin Addition). The bid cost of 6391.36 is relatively modest for a commercial-improvement type asset, and the address and legal description are clear, which supports basic screenability. Rule-based scoring places it in a Mid Investment category with a score of 6.0, indicating potential but not standout attractiveness. However, strict development matching found no clear corridor, neighborhood, or ZIP overlap with known projects, and the development signal is explicitly Low, so there is no documented external investment catalyst to upgrade its priority.","No clear or credible development match; development signal is Low. ZIP code is unknown, limiting location-specific valuation and risk assessment. Surrounding value and crime risk are both unknown, so neighborhood quality and demand cannot be inferred. Owner name is unknown, which may complicate title research or indicate record issues.","ZIP code, surrounding property value context, crime risk, detailed condition of the commercial improvements, current or prior use, occupancy status, zoning specifics beyond C IMP classification, and any liens or code enforcement issues are not provided.","Manually verify parcel location and neighborhood quality using county GIS and street-level imagery, then pull zoning and code-enforcement records for the Ben C Franklin Addition and this specific parcel to assess building condition, allowable uses, and any outstanding violations or liens before considering a bid.",High
61375-14-30-06240,5.0,Mid Investment,True,Research First,False,nan,"The parcel at 901 N ELM ST E, Owasso (LT 11 BLK 1, R IMP) has a relatively low bid cost of 6394.30 and strong property clarity with a complete address, which supports a mid-level rule-based score of 6.0. However, strict development matching finds no clear overlap with known projects and the development signal is low, so there is no substantiated external investment catalyst. Data confidence is high, but the unknown ZIP and lack of surrounding value or crime data limit context, keeping this in a mid, not top, priority tier.",No clear development or investment activity identified nearby; ZIP and surrounding value context are unknown; crime risk is unknown; owner details are unclear; development match quality is low and provides no verified upside.,"ZIP code, surrounding property value context, crime risk data, detailed condition of the residential improvement, ownership and title status beyond tax auction data, and any verified nearby development or infrastructure projects.","Manually verify the exact location and ZIP, inspect public records for title or lien complications, and obtain on-the-ground or photographic assessment of the residential improvement’s condition to determine realistic resale or rental potential.",Medium
04025-93-15-00650,6.0,Mid Investment,True,Research First,False,nan,"The property is a residential house with improvements (R HS IMP) in the City of Tulsa, located in BOMAN ACRES, with a relatively low bid cost of 6416.85 and high extraction/data confidence. Address and legal description are clear, supporting basic underwriting. However, there is no verified nearby development activity and the ZIP code is unknown, limiting insight into neighborhood dynamics and upside. Rule-based scoring places it in a mid investment category, appropriate for manual review but not automatic elevation.",Unknown ZIP and neighborhood context; no confirmed development or revitalization activity nearby; physical condition of the improvements is completely unknown; surrounding property values and crime risk are unknown; ownership listed as Unknown may signal potential title or notification complexities.,ZIP code; detailed neighborhood context; current physical condition of the house and any structures; occupancy status; recent comparable sales or assessed values; code enforcement or nuisance history; title status and any additional liens beyond taxes.,"Verify the exact location and ZIP in county GIS, then pull recent sales and assessed values for BOMAN ACRES and adjacent blocks, followed by a drive-by or photo review to assess structure condition and neighborhood quality before setting a maximum bid.",Medium
45625-93-21-16710,6.0,Mid Investment,True,Research First,False,nan,"The parcel at 3518 S SANDUSKY AV E in Tulsa is a residential improved property (R HS IMP) with a relatively low bid cost of 6,474.68 and high extraction confidence, indicating reliable core data and clear address information. Rule-based scoring places it in the Mid Investment category, primarily due to complete address quality and strong property clarity rather than any verified surrounding value or development catalysts. However, the strict development matching shows no clear overlap with known projects, and surrounding value and crime risk are both unknown, so the asset lacks documented external upside and requires human review to validate neighborhood quality, structure condition, and marketability.",ZIP code and precise neighborhood context are unknown; no clear development or revitalization activity is tied to this parcel; surrounding value and crime risk are not documented; owner information is unknown; legal description is partial and may require title and boundary verification.,Exact ZIP code; detailed neighborhood and market comps; structure condition and occupancy status; clear owner records; full legal description and survey/boundary details; any liens or encumbrances beyond tax status; crime and school context; confirmation of utilities and access.,"Manually verify the full legal description and parcel boundaries, obtain the correct ZIP and neighborhood context, and pull local sales and rent comps along with a drive-by or photo-based condition check to determine whether the low bid cost aligns with structural quality and market demand.",Medium
23600-93-24-15470,6.0,Mid Investment,True,Research First,False,nan,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",High
10800-93-01-04840,5.5,Mid Investment,True,Research First,False,nan,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",High
55980-74-05-47490,6.2,Mid Investment,True,Research First,False,Weak match removed; previous match was based on generic location wording.,"Rule-based scoring places this parcel in a mid investment category (score 5.2) driven by complete address data and strong property clarity. The bid cost of 6518.27 is moderate for a residential improvement, which can be attractive if the underlying asset and area prove sound. However, strict development matching shows no clear match and the only prior overlap was removed as an invalid weak match, so there is no reliable development or public/private investment catalyst identified. Unknown ZIP and lack of surrounding value or crime data further limit confidence, warranting manual review rather than automatic prioritization or rejection.","No verified development or investment activity nearby; prior generic Tulsa development match explicitly invalid. ZIP and neighborhood context are unknown, so local demand, school quality, and crime risk cannot be assessed from the data provided. Surrounding value signal is unknown, so the relationship between bid cost and likely market value is unclear. Title, liens, property condition, and access issues are not addressed in the available data.","Exact ZIP code; neighborhood and market context; surrounding property values and comps; crime and school indicators; zoning details; structure type, size, and condition; occupancy status; title report and any liens or encumbrances; confirmation of utilities and access.","Obtain full county records for this parcel, including ZIP, zoning, and any building/permit history, then pull recent comparable sales and assessed values in Willow Springs West Addn to benchmark the 6518.27 bid. Follow with a title search for liens or legal issues and, if feasible, a drive-by or exterior inspection to confirm property condition and neighborhood quality.",Medium
45575-93-04-21370,5.5,Mid Investment,True,Research First,False,nan,"The parcel at 234 S INDIANAPOLIS AV E is a residential improvement (R IMP) lot in the City of Tulsa, with a bid cost of 6542.71 and strong property clarity and address quality. Rule-based scoring places it in the Mid Investment category, but strict development matching finds no clear overlap with known projects and only a low development signal. The unknown ZIP and lack of confirmed surrounding value or crime data limit confidence in upside, yet the relatively modest bid and clear basic data justify manual review rather than dismissal.",No clear development overlap or documented investment activity; ZIP code unknown; surrounding value and crime risk are unknown; development signal is low; potential that the residential improvement may require significant rehab or have condition issues not reflected in the data.,"ZIP code; property condition and occupancy status; structure details (size, age, configuration); surrounding property values and market rents; neighborhood crime and stability indicators; any code violations or liens beyond taxes.","Verify the exact ZIP and neighborhood context for 234 S INDIANAPOLIS AV E, then pull county and city records for structure details, code enforcement history, and any additional liens, followed by a drive-by or street-level imagery review to assess property condition and block quality.",Medium
99301-93-01-11400,5.5,Mid Investment,True,Research First,False,nan,"The property is a commercial-improved parcel of approximately 0.56 acres in Tulsa with a clear address, strong property clarity, and high extraction confidence. The bid cost of 6555.34 is relatively low for a commercial-improved asset, which supports a mid-level screening score. However, there is no clear strict development overlap, no surrounding value signal, and the ZIP code is unknown, limiting confidence in upside potential. These factors justify a mid investment category and manual review rather than a strong or low priority classification.","No clear strict development match or verified nearby investment activity; ZIP code is unknown; surrounding value signal is unknown; crime risk is unknown; owner name is unknown; development signal is low, so appreciation potential is uncertain.","Exact ZIP code; details on existing commercial improvements (type, condition, occupancy); surrounding property values and land use; crime and neighborhood risk indicators; zoning specifics and any use restrictions; confirmation of access, utilities, and any encumbrances or liens beyond tax status.","Manually verify the parcel’s exact location and ZIP, confirm current use and condition of the commercial improvements, check zoning and allowable uses, and review nearby sales or rent levels to assess whether the low bid cost aligns with local market value and risk.",Medium
20300-92-03-06160,5.5,Mid Investment,True,Research First,False,nan,"The parcel at 1704 W RECONCILIATION (R IMP) has high data confidence, complete address quality, and strong property clarity, supporting a mid-level rule-based score of 5.5. The bid cost of 6557.34 is noted but the bid price signal is weak, and there is no credible strict development overlap or surrounding value data. These factors justify manual review but do not support classifying it as a top-tier or clearly good investment at this stage.",Unknown ZIP and surrounding value; no clear strict development match or documented development upside; weak bid price signal; crime risk and neighborhood context are unknown.,Exact ZIP code; neighborhood and market context; condition of improvements; surrounding property values and comps; crime risk details; any current or planned public/private projects near the parcel.,"Verify the precise location and ZIP, then obtain on-the-ground or mapping-based assessment of property condition and neighborhood context, followed by checking recent comparable sales and any local planning or investment activity not captured in the current development data.",Medium
17925-92-04-03930,5.5,Mid Investment,True,Research First,False,nan,"The property at 328 S 46 AV W in Tulsa is a residential improved lot (LOT 6 BLK 6, HAYDEN-LEWIS ADDN) with a bid cost of 6595.34 and high extraction/data confidence. Address and property clarity are strong, supporting basic viability for further review. However, there is no clear strict development match, development signal is low, and surrounding value and crime risk are unknown, so it remains a mid-tier candidate rather than a top priority.",Unknown ZIP code; no clear nearby public or private development activity; surrounding value signal unknown; crime risk estimate unknown; development match quality low with no specific project or corridor overlap.,"Exact ZIP code; surrounding property value context; crime and neighborhood stability indicators; physical condition of improvements; occupancy status; title issues, liens, or other encumbrances; local rental or resale demand.","Verify the exact ZIP and neighborhood context, then obtain on-the-ground or recent imagery to assess the condition of the residential improvements and surrounding properties, followed by a basic title and lien check to confirm no unexpected encumbrances relative to the 6595.34 bid cost.",High
98210-82-10-15720,5.1,Mid Investment,True,Research First,False,nan,"The parcel is a residential-type property of about 1.092 acres in the City of Tulsa with a bid cost of 6599.34 and a rule-based score of 4.1 categorized as Mid Investment. Data confidence is Medium and property clarity is Moderate, but the address is listed as ADDRESS UNKNOWN with an unknown ZIP, and ownership is Unknown. Strict development matching is Unknown with Low quality and Low confidence, so there is no reliable development-driven upside. These mixed signals justify manual review rather than dismissal or automatic prioritization.",Unknown street address and ZIP; owner listed as Unknown; no clear strict development overlap and Low development signal; development match quality Low with insufficient overlap data; potential difficulty in locating and accessing the parcel; surrounding value and crime risk are Unknown.,Exact street address and ZIP code; confirmation of parcel boundaries and access; current zoning details beyond generic residential type; verification of any structures or improvements; confirmation of surrounding land uses and values; any known liens or encumbrances beyond tax status; clearer development or infrastructure activity in the immediate area.,"Use the legal description and parcel ID 98210-82-10-15720 to pull the full county assessor and GIS records, confirm the precise location, access, and zoning, and verify whether there are any improvements or encumbrances before deciding on bidding priority.",Medium
90329-03-29-41780,8.2,Good Investment,True,Research First,True,"Strong, high-quality match to the Tulsa Market District / NOMA residential hub along Harvard, with documented efforts to revitalize vacant spaces, improve walkability, and support new commercial activity in the corridor, which elevates the strategic value of a C IMP parcel at this address.","The parcel at 1504 N HARVARD AV E is a commercial improvement (C IMP) property with clear address and legal description, and a relatively low bid cost of 6,614.00. Rule-based scoring is Mid Investment (7.5) with positive surrounding value signal and high data confidence. Critically, there is a strong, high-quality strict development match to the Tulsa Market District / NOMA residential hub along Harvard, where a 256-unit residential hub and broader corridor revitalization are underway. This credible corridor-level investment signal materially improves the parcel’s priority for investors seeking to benefit from Route 66/Harvard revitalization and increased walkability and commercial activity. The main data gaps are the unknown ZIP and lack of detailed property condition or income information, which require manual verification.","ZIP code unknown; no information on current structure condition, tenancy, or code compliance; owner listed as Unknown may complicate title and redemption research; commercial improvement use may require additional capital for rehab or repositioning to align with evolving mixed-use/residential-focused corridor plans.",Exact ZIP code; current building condition and occupancy; zoning specifics and any overlay tied to the Tulsa Market District; status of utilities and access; any liens beyond tax delinquency; detailed site dimensions beyond the abbreviated legal description.,"Confirm zoning and any Tulsa Market District/NOMA-related overlays for 1504 N HARVARD AV E, then obtain on-the-ground or recent imagery-based condition assessment and verify title/ownership status given the Unknown owner record before refining pro forma assumptions.",High
78540-84-14-02370,5.5,Mid Investment,True,Research First,False,nan,"The property at 514 W QUINCY ST S in Broken Arrow is a residential improved parcel (LT 1 BLK 3, BROKEN ARROW HGTS 3RD ADDN RESUB TR1-5 B6) with a bid cost of 6614.67 and high extraction confidence. Rule-based scoring places it in the Mid Investment category, supported by complete address data and strong property clarity. However, there is no clear strict development match and surrounding value and crime risk are unknown, so it should be treated as a mid-priority candidate that warrants manual review rather than a top-tier target.","ZIP code is unknown; no clear strict development overlap or documented nearby investment activity; surrounding value and crime risk are unknown; development signal is low, limiting evidence of upside beyond current residential use.","Exact ZIP code; detailed property characteristics (structure condition, size, year built, occupancy); surrounding market values and comps; local crime and neighborhood quality indicators; any current liens or title complications beyond tax status; zoning specifics and any local planning or infrastructure projects affecting this block.","Manually verify parcel details with county records (structure details, zoning, liens) and map the address to assess neighborhood context, recent sales, and rental potential before deciding on bid strategy.",High
61975-91-12-03150,6.0,Mid Investment,True,Research First,False,nan,"The parcel at 908 E FOREST DR N in the Oak Park Addition of Sand Springs is classified as a residential improvement (R IMP) with strong property clarity and a complete address, which supports basic viability for further review. The bid cost of 6681.26 is modest, aligning with the rule-based Mid Investment score of 5.5. However, there is no clear strict development overlap and the development signal is low, so external growth or redevelopment catalysts cannot be assumed. Unknown ZIP and surrounding value conditions add uncertainty, but the overall profile still justifies manual review rather than dismissal.","No clear strict development match or verified nearby investment activity; ZIP and surrounding value context are unknown; owner name is unknown; development signal is low, limiting confidence in appreciation or redevelopment upside.",Exact ZIP code; surrounding property values and neighborhood condition; structure details and condition for the residential improvement; title status and any liens beyond tax delinquency; local crime and school context; utility access and any code or zoning issues.,"Obtain county assessor and recorder records for this parcel to confirm structure details, year built, assessed value, and any additional liens, then review recent sales and condition indicators for nearby lots in the Oak Park Addition of Sand Springs to validate whether the low bid cost aligns with market value and risk.",Medium
12425-92-04-02590,5.5,Mid Investment,True,Research First,False,nan,"The parcel at 137 N 44 AV W in Tulsa is a residential improvement (R IMP) lot with a bid cost of 6,690.66 and a clear legal description (LT 13 BLK 7, EDISON ROAD IV ADDN, CITY OF TULSA). Rule-based scoring places it in the Mid Investment category, supported by complete address quality and strong property clarity. However, strict development matching shows no clear match and low development signal, so there is no verified nearby public or private investment to elevate its priority. The combination of modest entry cost and clear data justifies manual review, but not a top-tier ranking.",Unknown ZIP code; no clear strict development overlap or verified investment activity; development signal is low; surrounding value and crime risk are unknown.,Exact ZIP code; surrounding property values; neighborhood crime risk; physical condition of the improvement; occupancy status; title issues or liens beyond tax; zoning specifics and any code enforcement history.,"Verify the precise location and ZIP, then pull local sales and rent comps for EDISON ROAD IV ADDN and nearby blocks, and obtain a current exterior/drive-by condition check to assess structure viability relative to the 6,690.66 bid cost.",High
00725-03-33-00530,6.5,Mid Investment,True,Research First,False,nan,"The property is a residential improvement (R IMP) at 1326 N KNOXVILLE AV E in Tulsa with a bid cost of 6743.65 and a clear legal description (LT 2 CITY OF TULSA | ACME ACRE ADDN RESUB L41-42). Rule-based scoring places it in the Mid Investment range, supported by strong property clarity and complete address data. However, there is no clear strict development overlap and development match quality is low, so potential appreciation from nearby projects cannot be assumed. The unknown ZIP and lack of surrounding value or crime data add uncertainty, but the relatively low bid cost and solid data quality justify manual review rather than dismissal.",No clear development match or verified nearby investment activity; ZIP code unknown; surrounding value and crime risk are unknown; residential improvement status may imply rehab or condition issues that are not documented; limited information on neighborhood quality or rental/sale demand.,"Exact ZIP code; neighborhood and market context; property condition and occupancy status; structure details (square footage, bed/bath count, year built); any liens or title complications beyond taxes; recent comparable sales or rents; code enforcement or nuisance history; flood or other environmental risks.","Confirm parcel details and ZIP with county records, then obtain on-the-ground or photographic condition assessment and basic market comps (sales and rents) for the immediate area around 1326 N KNOXVILLE AV E to determine whether the rehab and holding costs are justified relative to the 6743.65 bid level.",Medium
40375-94-08-07940,6.5,Mid Investment,True,Research First,False,nan,"The parcel at 1640 S 128 AV E in Tulsa is a residential improvement (R IMP) with a bid cost of 6,791.32 and high extraction/data confidence. Rule-based scoring places it in a mid investment category, supported by complete address quality and strong property clarity. However, there is no clear strict development overlap and development signal is low, with unknown ZIP and surrounding value, so it cannot be elevated to a high-priority or development-driven play but is still suitable for manual review.","No clear strict development match or documented nearby investment activity; ZIP code and surrounding value are unknown; development signal is low; owner name unknown; potential market, condition, and title risks cannot be assessed from available data.","ZIP code; neighborhood and surrounding value context; property condition; structure details (size, age, configuration); occupancy status; title status and liens beyond tax; any local crime or stability indicators.","Confirm exact location and ZIP, pull assessor and GIS records for structure details and land characteristics, and run a title and lien check to validate encumbrances before assessing market value and potential exit strategies.",Medium
08150-94-08-00330,5.5,Mid Investment,True,Research First,False,nan,"The property at 11524 E 15 ST S in Tulsa is a residential improvement (R IMP) lot in the City of Tulsa, Cherokee Village, with a bid cost of 6800.65. Data quality is high, the address and legal description (LT 2 BLK 2) are clear, and the rule-based system assigns a Mid Investment score of 5.5, which supports manual review. However, there is no verified strict development overlap and the development signal is Low, so external growth or redevelopment pressure cannot be assumed. The unknown ZIP and lack of surrounding value or crime data add uncertainty, keeping this from being classified as a strong or clearly good investment.","No clear strict development or corridor match to support appreciation; ZIP code is unknown, limiting neighborhood-level risk and value assessment; surrounding value and crime risk are both unknown; ownership details are unclear (owner name listed as Unknown), which may indicate potential title or notification complexities; development signal is Low, so upside from nearby projects is not supported by the provided data.",Exact ZIP code; surrounding property value context; crime risk data; physical condition of the residential improvement; occupancy status; title status and any liens beyond the tax issue; detailed neighborhood characteristics within Cherokee Village; any recent sales or comps in the immediate area.,"Verify the precise ZIP and neighborhood context for 11524 E 15 ST S, then obtain on-the-ground or photographic condition information and a basic title check to confirm ownership status and any additional encumbrances before deciding on bidding strategy.",High
54425-02-02-04980,6.2,Mid Investment,True,Research First,False,Weak match removed; previous match was based on generic location wording.,"The parcel at 405 W 58 ST N (VINING ACRES, LT 6 BLK 2) is a residential property with improvements (R HS IMP) and a bid cost of 6819.31. Address and property details are clear and extraction confidence is high, supporting basic viability for further review. Rule-based scoring places it in a Mid Investment category. However, there is no valid strict development match, the earlier generic Tulsa overlap was discarded as an invalid weak match, and ZIP and surrounding value indicators are unknown. These factors limit confidence in upside and location quality, but the low entry cost and presence of improvements justify manual review rather than dismissal.","No clear development or revitalization activity identified nearby; prior development match was invalid and removed. ZIP code and surrounding value context are unknown, making neighborhood quality and marketability unclear. Crime risk and broader market indicators are also unknown. Owner name is listed as Unknown, which may signal potential title or notification complexities. Mobile home is explicitly excluded (MH NOT INCLUDED), so value may rely solely on land plus any remaining residential improvements, which are not described in detail.",Exact ZIP code; neighborhood and surrounding property values; condition and type of the residential improvements; occupancy status; detailed title report and any liens beyond tax; crime and school context; utility access and zoning specifics beyond R HS IMP classification.,"Verify parcel location and ZIP, then pull county records and recent sales in VINING ACRES to assess neighborhood values and confirm the nature and condition of the residential improvements. Follow with a title search to identify any non-tax encumbrances and confirm that the exclusion of the mobile home does not materially undermine the remaining collateral value.",Medium
20575-93-30-08990,8.2,Mid Investment,True,Research First,True,"Strong, high-quality match to the Tulsa Market District / NOMA residential hub along Peoria, with documented efforts to revitalize vacant spaces, improve walkability, and support new commercial activity in the corridor. The subject property at 4103 S PEORIA AV E appears to sit within this active investment corridor, giving it elevated strategic value for commercial or mixed-use positioning.","The parcel at 4103 S PEORIA AV E (LT 4 BLK 1, JENNINGS-ROBARDS ADDN, City of Tulsa) is a commercial improvement (C IMP) offered at a bid cost of 6,826.65. Data quality is high, with a complete address and clear legal description. Rule-based scoring places it in a Mid Investment category (7.5), but the strict development matching significantly upgrades its interest: there is a strong, high-quality match to the Tulsa Market District / NOMA residential hub along Peoria, where recent investment has focused on revitalizing vacant spaces and supporting new commercial activity. This corridor-level investment signal, combined with the low entry bid and clear property data, makes the asset a strong candidate for further manual review, particularly for investors targeting small commercial or mixed-use opportunities in emerging neighborhood hubs.","ZIP code is unknown, which slightly obscures precise locational analysis and may complicate quick comps or zoning checks. Owner name is listed as Unknown, which could signal potential title complexity or additional research needs. The property is classified only as C IMP without detail on building size, condition, or current tenancy, creating uncertainty about rehab costs, code compliance, and income potential. Crime risk is unknown, so neighborhood safety and perception must be independently verified. As a tax auction asset, there may be liens, code violations, or other encumbrances that are not reflected in the provided data.","Exact ZIP code; building size, age, and physical condition; current occupancy/tenant status; zoning specifics and any overlay districts within the Tulsa Market District; status of utilities and access; any outstanding liens, code violations, or special assessments; detailed mapping confirmation of its precise position within the Tulsa Market District/NOMA focus area; recent comparable sales or rents for similar C IMP properties along S Peoria.","Map 4103 S PEORIA AV E to confirm its exact location within the Tulsa Market District/NOMA corridor, then pull zoning and permitted uses for LT 4 BLK 1 (JENNINGS-ROBARDS ADDN). Follow with a title and lien search focused on tax, municipal, and code enforcement issues, and obtain on-the-ground or recent imagery to assess the condition and current use of the commercial improvement before setting a maximum bid.",High
24525-94-07-04110,6.0,Mid Investment,True,Research First,False,nan,"The parcel at 1622 S 108 AV E in Tulsa is a residential house with improvements (R HS IMP) and a relatively low bid cost of 6,830.15, which supports potential value if the structure is usable. Address and property clarity are strong and data confidence is high, which reduces basic data risk. However, there is no clear strict development overlap and the development signal is low, so there is no confirmed external investment catalyst. Overall rule-based score of 5.5 places it in a mid investment category, appropriate for manual review but not automatic prioritization.",Unknown ZIP code and surrounding value; no verified development or corridor investment nearby; condition of the house and occupancy status are unknown; crime and neighborhood risk are unknown; potential title or owner issues given owner name is listed as Unknown.,Exact ZIP code; neighborhood and comp values; physical condition of the improvements; occupancy and code enforcement status; detailed title report and any liens beyond taxes; local crime and school context; any nearby public or private projects not captured in the strict development match.,"Obtain GIS/assessor details for this parcel to confirm ZIP, neighborhood, building characteristics, and assessed value, then pull recent comparable sales and any code or nuisance records to gauge condition and resale or rental potential before deciding on bid strategy.",Medium
57628-73-15-20120,6.5,Mid Investment,True,Research First,False,nan,"The parcel at 14901 S YALE AV E in the City of Bixby has a complete address, clear legal description (LT 1 BLK 1, CITY OF BIXBY, CELEBRITY COUNTRY RESUB B2 SITRIN CENTER), and high extraction confidence. The rule-based system assigns a Mid Investment score (5.5) with strong property clarity and a weak but manageable bid cost signal at 6855.98. However, strict development matching finds no clear overlapping project or corridor, and development signal is low, so any growth or redevelopment thesis is unsubstantiated from the provided data. These factors justify manual review but not automatic elevation to a top-tier opportunity.",Unknown ZIP code; no confirmed surrounding value or crime data; no clear development overlap or documented investment activity; commercial-type property (C) may entail higher carrying and entitlement risks; upside case is not supported by the current development intelligence.,ZIP code; zoning specifics and allowable uses; parcel size and improvements (if any); current occupancy or use; surrounding property values and comps; infrastructure context; crime and demographic indicators; any city or private development plans not captured in the strict match.,"Manually verify zoning and current use for LT 1 BLK 1 in CELEBRITY COUNTRY RESUB B2 SITRIN CENTER at 14901 S YALE AV E, then obtain parcel size, improvement status, and recent comparable sales or lease data in the immediate Bixby area to determine whether the 6855.98 bid aligns with realistic exit or income potential.",Medium
12210-94-16-41680,5.5,Mid Investment,True,Research First,False,nan,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",High
