parcel_id,final_rule_based_score,final_rule_based_category,final_bid_price_signal,final_address_quality_signal,final_property_clarity_signal,final_verified_development_signal,final_surrounding_value_signal,final_crime_risk_estimate,final_data_confidence,final_manual_review_flag,final_rule_based_reasoning,final_key_risks,downgraded_from_previous_good
91225-12-25-41510,4.3,Bad Investment,Moderate,Missing,Moderate,Low,Unknown,Unknown,Medium,False,"Bid cost 4211.16, parcel_id 91225-12-25-41510, address quality Missing, property clarity Moderate, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 4.3.",ZIP unknown; development upside not verified; geocoding support weak or unavailable; address not fully verified,False
99229-92-29-38016,4.3,Bad Investment,Moderate,Missing,Moderate,Low,Unknown,Unknown,Medium,False,"Bid cost 4232.91, parcel_id 99229-92-29-38016, address quality Missing, property clarity Moderate, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 4.3.",ZIP unknown; development upside not verified; geocoding support weak or unavailable; address not fully verified,False
54675-92-05-05450,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4753.15, parcel_id 54675-92-05-05450, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
90306-03-06-46920,4.8,Bad Investment,Strong,Missing,Moderate,Low,Unknown,Unknown,Medium,False,"Bid cost 3954.21, parcel_id 90306-03-06-46920, address quality Missing, property clarity Moderate, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 4.8.",ZIP unknown; development upside not verified; geocoding support weak or unavailable; address not fully verified,False
20575-93-30-08990,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6826.65, parcel_id 20575-93-30-08990, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence High, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
00725-03-33-00530,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6743.65, parcel_id 00725-03-33-00530, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
40375-94-08-07940,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6791.32, parcel_id 40375-94-08-07940, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
57628-73-15-20120,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6855.98, parcel_id 57628-73-15-20120, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
84830-72-11-53420,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6927.56, parcel_id 84830-72-11-53420, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
85175-72-12-57030,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7004.96, parcel_id 85175-72-12-57030, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
04175-93-14-07050,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7152.78, parcel_id 04175-93-14-07050, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
22775-94-17-02590,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7281.27, parcel_id 22775-94-17-02590, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
98412-84-12-02870,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6982.63, parcel_id 98412-84-12-02870, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
08675-93-01-02070,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7105.95, parcel_id 08675-93-01-02070, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
42025-93-07-18720,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7230.61, parcel_id 42025-93-07-18720, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
04025-93-15-00140,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7339.85, parcel_id 04025-93-15-00140, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
77200-94-21-16190,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7393.92, parcel_id 77200-94-21-16190, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
47075-93-30-12810,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7827.99, parcel_id 47075-93-30-12810, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
11575-03-35-03730,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5516.78, parcel_id 11575-03-35-03730, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
07415-94-07-29470,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5517.44, parcel_id 07415-94-07-29470, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
35725-93-31-08440,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5526.11, parcel_id 35725-93-31-08440, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
16375-93-03-04910,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5550.11, parcel_id 16375-93-03-04910, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
40325-94-17-06480,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5632.77, parcel_id 40325-94-17-06480, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
44325-03-36-04310,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5659.43, parcel_id 44325-03-36-04310, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
15875-02-25-09420,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5709.25, parcel_id 15875-02-25-09420, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
04125-93-14-02940,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5717.55, parcel_id 04125-93-14-02940, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
17925-92-04-03240,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5748.75, parcel_id 17925-92-04-03240, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
49850-92-28-05460,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5750.75, parcel_id 49850-92-28-05460, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
98225-82-25-36030,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5782.95, parcel_id 98225-82-25-36030, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
04125-93-14-02930,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5785.69, parcel_id 04125-93-14-02930, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
12375-92-04-01560,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5786.08, parcel_id 12375-92-04-01560, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
62250-91-22-02240,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5795.03, parcel_id 62250-91-22-02240, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
27325-93-14-12410,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5829.41, parcel_id 27325-93-14-12410, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
98402-84-02-01880,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5854.25, parcel_id 98402-84-02-01880, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
25050-03-34-06390,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5882.74, parcel_id 25050-03-34-06390, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
34375-92-22-05090,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5891.41, parcel_id 34375-92-22-05090, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
74850-94-19-17590,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5896.33, parcel_id 74850-94-19-17590, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
14625-93-12-00820,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 5972.06, parcel_id 14625-93-12-00820, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
62225-91-22-01600,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6068.41, parcel_id 62225-91-22-01600, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
08300-93-04-02320,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6169.38, parcel_id 08300-93-04-02320, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
74965-94-20-07530,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6234.04, parcel_id 74965-94-20-07530, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
34600-93-25-02750,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6246.97, parcel_id 34600-93-25-02750, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
45350-94-06-06870,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6267.37, parcel_id 45350-94-06-06870, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
31100-93-02-05790,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6328.03, parcel_id 31100-93-02-05790, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
26390-94-16-15330,5.7,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6353.46, parcel_id 26390-94-16-15330, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.7.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
82170-84-21-72600,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6384.77, parcel_id 82170-84-21-72600, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
03312-03-20-04220,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6391.36, parcel_id 03312-03-20-04220, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
04025-93-15-00650,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6416.85, parcel_id 04025-93-15-00650, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
45625-93-21-16710,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6474.68, parcel_id 45625-93-21-16710, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
23600-93-24-15470,6.1,Strong Manual Review Candidate,Borderline,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6496.28, parcel_id 23600-93-24-15470, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.1.",ZIP unknown; development upside not verified,False
61975-91-12-03150,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6681.26, parcel_id 61975-91-12-03150, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
24525-94-07-04110,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6830.15, parcel_id 24525-94-07-04110, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
46000-93-30-11430,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7025.18, parcel_id 46000-93-30-11430, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
46525-94-05-05250,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7315.38, parcel_id 46525-94-05-05250, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
22350-93-31-06310,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7464.70, parcel_id 22350-93-31-06310, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
85240-72-13-61990,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7677.90, parcel_id 85240-72-13-61990, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
43800-93-04-19590,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7753.89, parcel_id 43800-93-04-19590, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
04375-92-12-00740,4.5,Strong Manual Review Candidate,Borderline,Partial,Moderate,Low,Unknown,Unknown,Medium,True,"Bid cost 5807.41, parcel_id 04375-92-12-00740, address quality Partial, property clarity Moderate, corrected development match Unknown, geocode confidence Low, and final data confidence Medium produced a conservative score of 4.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable; address not fully verified,False
10800-93-01-04840,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6504.01, parcel_id 10800-93-01-04840, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
45575-93-04-21370,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6542.71, parcel_id 45575-93-04-21370, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
99301-93-01-11400,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6555.34, parcel_id 99301-93-01-11400, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
20300-92-03-06160,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6557.34, parcel_id 20300-92-03-06160, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
17925-92-04-03930,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6595.34, parcel_id 17925-92-04-03930, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
78540-84-14-02370,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6614.67, parcel_id 78540-84-14-02370, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
12425-92-04-02590,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6690.66, parcel_id 12425-92-04-02590, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
08150-94-08-00330,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6800.65, parcel_id 08150-94-08-00330, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
12210-94-16-41680,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6862.64, parcel_id 12210-94-16-41680, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
45350-94-06-08780,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6949.58, parcel_id 45350-94-06-08780, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
80610-84-11-13910,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6953.43, parcel_id 80610-84-11-13910, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
36540-94-02-16310,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 6968.63, parcel_id 36540-94-02-16310, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
57490-90-30-41030,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 6993.39, parcel_id 57490-90-30-41030, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
12145-94-09-44920,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7033.29, parcel_id 12145-94-09-44920, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
14175-03-33-03800,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7064.62, parcel_id 14175-03-33-03800, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
16375-93-03-05080,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7071.29, parcel_id 16375-93-03-05080, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
30800-93-07-13130,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7119.92, parcel_id 30800-93-07-13130, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
61500-91-27-00840,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7162.16, parcel_id 61500-91-27-00840, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
85375-72-14-01945,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7175.68, parcel_id 85375-72-14-01945, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
61940-91-27-37160,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7258.08, parcel_id 61940-91-27-37160, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
46875-93-03-13050,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7273.93, parcel_id 46875-93-03-13050, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
20300-92-03-04570,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7303.81, parcel_id 20300-92-03-04570, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
17950-92-04-04930,5.2,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 7308.60, parcel_id 17950-92-04-04930, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 5.2.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
23850-93-15-12810,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7334.48, parcel_id 23850-93-15-12810, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
61000-14-31-00520,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7416.81, parcel_id 61000-14-31-00520, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
90308-03-08-08590,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7542.57, parcel_id 90308-03-08-08590, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
81210-84-15-63180,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7554.54, parcel_id 81210-84-15-63180, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
18950-93-33-02280,5.7,Mid Investment,Weak,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 7604.75, parcel_id 18950-93-33-02280, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 5.7.",ZIP unknown; development upside not verified,False
